power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-79	 973	 1000	 97.3%
-80	 967	 1000	 96.7%
-81	 970	 1000	 97.0%
-82	 969	 1000	 96.9%
-83	 968	 1000	 96.8%
-84	 976	 1000	 97.6%
-85	 966	 1000	 96.6%
-86	 975	 1000	 97.5%
-87	 976	 1000	 97.6%
-88	 983	 1000	 98.3%
-89	 994	 1000	 99.4%
-90	 985	 1000	 98.5%
-91	 984	 1000	 98.4%
-92	 966	 1000	 96.6%
-93	 822	 1000	 82.2%
-94	 488	 1000	 48.8%
