power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-79	 968	 1000	 96.8%
-80	 961	 1000	 96.1%
-81	 968	 1000	 96.8%
-82	 964	 1000	 96.4%
-83	 968	 1000	 96.8%
-84	 976	 1000	 97.6%
-85	 956	 1000	 95.6%
-86	 952	 1000	 95.2%
-87	 968	 1000	 96.8%
-88	 965	 1000	 96.5%
-89	 962	 1000	 96.2%
-90	 952	 1000	 95.2%
-91	 946	 1000	 94.6%
-92	 942	 1000	 94.2%
-93	 911	 1000	 91.1%
-94	 735	 1000	 73.5%
