power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-77	 992	 1000	 99.2%
-78	 997	 1000	 99.7%
-79	 990	 1000	 99.0%
-80	 982	 1000	 98.2%
-81	 980	 1000	 98.0%
-82	 975	 1000	 97.5%
-83	 968	 1000	 96.8%
-84	 970	 1000	 97.0%
-85	 968	 1000	 96.8%
-86	 974	 1000	 97.4%
-87	 970	 1000	 97.0%
-88	 968	 1000	 96.8%
-89	 927	 1000	 92.7%
-90	 464	 1000	 46.4%
