power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-64	 976	 1000	 97.6%
-65	 970	 1000	 97.0%
-66	 962	 1000	 96.2%
-67	 972	 1000	 97.2%
-68	 978	 1000	 97.8%
-69	 975	 1000	 97.5%
-70	 980	 1000	 98.0%
-71	 970	 1000	 97.0%
-72	 973	 1000	 97.3%
-73	 974	 1000	 97.4%
-74	 977	 1000	 97.7%
-75	 969	 1000	 96.9%
-76	 961	 1000	 96.1%
-77	 932	 1000	 93.2%
-78	 794	 1000	 79.4%
