power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-64	 995	 1000	 99.5%
-65	 992	 1000	 99.2%
-66	 986	 1000	 98.6%
-67	 990	 1000	 99.0%
-68	 961	 1000	 96.1%
-69	 951	 1000	 95.1%
-70	 964	 1000	 96.4%
-71	 953	 1000	 95.3%
-72	 945	 1000	 94.5%
-73	 962	 1000	 96.2%
-74	 961	 1000	 96.1%
-75	 935	 1000	 93.5%
-76	 914	 1000	 91.4%
-77	 861	 1000	 86.1%
-78	 736	 1000	 73.6%
