power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-67	 985	 1000	 98.5%
-68	 972	 1000	 97.2%
-69	 976	 1000	 97.6%
-70	 984	 1000	 98.4%
-71	 990	 1000	 99.0%
-72	 980	 1000	 98.0%
-73	 974	 1000	 97.4%
-74	 974	 1000	 97.4%
-75	 973	 1000	 97.3%
-76	 973	 1000	 97.3%
-77	 972	 1000	 97.2%
-78	 969	 1000	 96.9%
-79	 918	 1000	 91.8%
-80	 777	 1000	 77.7%
