power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-61	 1000	 1000	 100.0%
-62	 1000	 1000	 100.0%
-63	 1000	 1000	 100.0%
-64	 1000	 1000	 100.0%
-65	 998	 1000	 99.8%
-66	 984	 1000	 98.4%
-67	 979	 1000	 97.9%
-68	 970	 1000	 97.0%
-69	 975	 1000	 97.5%
-70	 956	 1000	 95.6%
-71	 951	 1000	 95.1%
-72	 878	 1000	 87.8%
-73	 700	 1000	 70.0%
