power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-65	 994	 1000	 99.4%
-66	 996	 1000	 99.6%
-67	 991	 1000	 99.1%
-68	 987	 1000	 98.7%
-69	 987	 1000	 98.7%
-70	 996	 1000	 99.6%
-71	 988	 1000	 98.8%
-72	 988	 1000	 98.8%
-73	 987	 1000	 98.7%
-74	 986	 1000	 98.6%
-75	 973	 1000	 97.3%
-76	 982	 1000	 98.2%
-77	 971	 1000	 97.1%
-78	 976	 1000	 97.6%
-79	 956	 1000	 95.6%
-80	 967	 1000	 96.7%
-81	 897	 1000	 89.7%
-82	 699	 1000	 69.9%
