power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-64	 988	 1000	 98.8%
-65	 989	 1000	 98.9%
-66	 983	 1000	 98.3%
-67	 993	 1000	 99.3%
-68	 988	 1000	 98.8%
-69	 990	 1000	 99.0%
-70	 992	 1000	 99.2%
-71	 982	 1000	 98.2%
-72	 988	 1000	 98.8%
-73	 978	 1000	 97.8%
-74	 969	 1000	 96.9%
-75	 973	 1000	 97.3%
-76	 956	 1000	 95.6%
-77	 862	 1000	 86.2%
-78	 569	 1000	 56.9%
