power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-85	 965	 1000	 96.5%
-86	 987	 1000	 98.7%
-87	 985	 1000	 98.5%
-88	 986	 1000	 98.6%
-89	 985	 1000	 98.5%
-90	 977	 1000	 97.7%
-91	 980	 1000	 98.0%
-92	 967	 1000	 96.7%
-93	 966	 1000	 96.6%
-94	 954	 1000	 95.4%
-95	 917	 1000	 91.7%
-96	 825	 1000	 82.5%
-97	 574	 1000	 57.4%
