power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-60	 1000	 1000	 100.0%
-61	 1000	 1000	 100.0%
-62	 1000	 1000	 100.0%
-63	 998	 1000	 99.8%
-64	 1000	 1000	 100.0%
-65	 993	 1000	 99.3%
-66	 975	 1000	 97.5%
-67	 987	 1000	 98.7%
-68	 984	 1000	 98.4%
-69	 986	 1000	 98.6%
-70	 982	 1000	 98.2%
-71	 967	 1000	 96.7%
-72	 917	 1000	 91.7%
-73	 843	 1000	 84.3%
-74	 766	 1000	 76.6%
