power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-75	 999	 1000	 99.9%
-76	 997	 1000	 99.7%
-77	 972	 1000	 97.2%
-78	 970	 1000	 97.0%
-79	 971	 1000	 97.1%
-80	 937	 1000	 93.7%
-81	 940	 1000	 94.0%
-82	 964	 1000	 96.4%
-83	 968	 1000	 96.8%
-84	 956	 1000	 95.6%
-85	 976	 1000	 97.6%
-86	 953	 1000	 95.3%
-87	 894	 1000	 89.4%
-88	 567	 1000	 56.7%
