power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-72	 966	 1000	 96.6%
-73	 991	 1000	 99.1%
-74	 988	 1000	 98.8%
-75	 982	 1000	 98.2%
-76	 980	 1000	 98.0%
-77	 982	 1000	 98.2%
-78	 976	 1000	 97.6%
-79	 985	 1000	 98.5%
-80	 979	 1000	 97.9%
-81	 980	 1000	 98.0%
-82	 981	 1000	 98.1%
-83	 983	 1000	 98.3%
-84	 977	 1000	 97.7%
-85	 975	 1000	 97.5%
-86	 973	 1000	 97.3%
-87	 928	 1000	 92.8%
-88	 706	 1000	 70.6%
