power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-60	 1000	 1000	 100.0%
-61	 1000	 1000	 100.0%
-62	 1000	 1000	 100.0%
-63	 1000	 1000	 100.0%
-64	 1000	 1000	 100.0%
-65	 1000	 1000	 100.0%
-66	 1000	 1000	 100.0%
-67	 1000	 1000	 100.0%
-68	 1000	 1000	 100.0%
-69	 1000	 1000	 100.0%
-70	 1000	 1000	 100.0%
-71	 989	 1000	 98.9%
-72	 985	 1000	 98.5%
-73	 977	 1000	 97.7%
-74	 894	 1000	 89.4%
-75	 653	 1000	 65.3%
