power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-71	 980	 1000	 98.0%
-72	 972	 1000	 97.2%
-73	 978	 1000	 97.8%
-74	 973	 1000	 97.3%
-75	 976	 1000	 97.6%
-76	 978	 1000	 97.8%
-77	 975	 1000	 97.5%
-78	 976	 1000	 97.6%
-79	 971	 1000	 97.1%
-80	 968	 1000	 96.8%
-81	 913	 1000	 91.3%
-82	 903	 1000	 90.3%
-83	 697	 1000	 69.7%
