power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-71	 1000	 1000	 100.0%
-72	 994	 1000	 99.4%
-73	 997	 1000	 99.7%
-74	 971	 1000	 97.1%
-75	 968	 1000	 96.8%
-76	 967	 1000	 96.7%
-77	 987	 1000	 98.7%
-78	 976	 1000	 97.6%
-79	 992	 1000	 99.2%
-80	 989	 1000	 98.9%
-81	 987	 1000	 98.7%
-82	 981	 1000	 98.1%
-83	 974	 1000	 97.4%
-84	 977	 1000	 97.7%
-85	 970	 1000	 97.0%
-86	 966	 1000	 96.6%
-87	 826	 1000	 82.6%
-88	 300	 1000	 30.0%
