power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-64	 995	 1000	 99.5%
-65	 995	 1000	 99.5%
-66	 982	 1000	 98.2%
-67	 977	 1000	 97.7%
-68	 972	 1000	 97.2%
-69	 965	 1000	 96.5%
-70	 965	 1000	 96.5%
-71	 941	 1000	 94.1%
-72	 972	 1000	 97.2%
-73	 969	 1000	 96.9%
-74	 971	 1000	 97.1%
-75	 971	 1000	 97.1%
-76	 967	 1000	 96.7%
-77	 937	 1000	 93.7%
-78	 771	 1000	 77.1%
