power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-77	 935	 1000	 93.5%
-78	 979	 1000	 97.9%
-79	 979	 1000	 97.9%
-80	 970	 1000	 97.0%
-81	 974	 1000	 97.4%
-82	 970	 1000	 97.0%
-83	 962	 1000	 96.2%
-84	 972	 1000	 97.2%
-85	 971	 1000	 97.1%
-86	 973	 1000	 97.3%
-87	 917	 1000	 91.7%
-88	 908	 1000	 90.8%
-89	 860	 1000	 86.0%
-90	 410	 1000	 41.0%
