power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-71	 1000	 1000	 100.0%
-72	 995	 1000	 99.5%
-73	 1000	 1000	 100.0%
-74	 1000	 1000	 100.0%
-75	 1000	 1000	 100.0%
-76	 1000	 1000	 100.0%
-77	 1000	 1000	 100.0%
-78	 1000	 1000	 100.0%
-79	 999	 1000	 99.9%
-80	 988	 1000	 98.8%
-81	 970	 1000	 97.0%
-82	 966	 1000	 96.6%
-83	 922	 1000	 92.2%
-84	 693	 1000	 69.3%
