power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-75	 992	 1000	 99.2%
-76	 991	 1000	 99.1%
-77	 983	 1000	 98.3%
-78	 979	 1000	 97.9%
-79	 997	 1000	 99.7%
-80	 990	 1000	 99.0%
-81	 975	 1000	 97.5%
-82	 966	 1000	 96.6%
-83	 946	 1000	 94.6%
-84	 980	 1000	 98.0%
-85	 974	 1000	 97.4%
-86	 925	 1000	 92.5%
-87	 706	 1000	 70.6%
