power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-85	 997	 1000	 99.7%
-86	 995	 1000	 99.5%
-87	 997	 1000	 99.7%
-88	 997	 1000	 99.7%
-89	 995	 1000	 99.5%
-90	 996	 1000	 99.6%
-91	 994	 1000	 99.4%
-92	 988	 1000	 98.8%
-93	 982	 1000	 98.2%
-94	 932	 1000	 93.2%
-95	 902	 1000	 90.2%
-96	 883	 1000	 88.3%
-97	 649	 1000	 64.9%
