power,	 Rx_OK,	 send_total,  RX_OK_Percent 
-75	 987	 1000	 98.7%
-76	 993	 1000	 99.3%
-77	 992	 1000	 99.2%
-78	 984	 1000	 98.4%
-79	 985	 1000	 98.5%
-80	 940	 1000	 94.0%
-81	 932	 1000	 93.2%
-82	 915	 1000	 91.5%
-83	 898	 1000	 89.8%
-84	 913	 1000	 91.3%
-85	 956	 1000	 95.6%
-86	 955	 1000	 95.5%
-87	 843	 1000	 84.3%
-88	 528	 1000	 52.8%
